First name,Middle name,Surname,ORCID iD,Project Name,Project URL,Conceptualization,Data curation,Formal analysis,Funding acquisition,Investigation,Methodology,Project administration,Resources,Software,Supervision,Validation,Visualization,Translation,Writing - original draft,Writing - review & editing,Project Managers,Project Coordinators
Teshome Kebede,,Deressa,0000-0003-1351-1849,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Tobias,,Dienlin,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,False,
Veronica ,,Diveica,0000-0002-5696-8200,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Andis,,Draguns,0000-0003-3284-4120,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Tsvetomira ,,Dumbalska,0000-0002-5761-8536,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,False,
Emir,,Efendic,0000-0002-2365-0247,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Malak,,El Halabi,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Sam ,,Enright,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Thomas,Rhys,Evans,0000-0002-6670-0718,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Anna,,Exner,0000-0002-0741-9045,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Ben,G.,Farrar,0000-0001-8912-6133,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Gilad,,Feldman,0000-0003-2812-6599,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Adrien,,Fillon,0000-0001-8324-2715,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Jake,,Floyd,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Felipe ,,Fontana Vieira,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Nico,,Förster,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,False,
Joris,,Frese,0000-0002-5871-997X,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Max,Charles David,Gattie,0000-0003-4155-001X,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Corinna,,Gemmecke,0009-0001-9449-7569,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Oliver,,Genschow,0000-0001-6322-4392,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,False,
Vaitsa ,,Giannouli,0000-0003-2176-8986,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Biljana,,Gjoneska,0000-0003-1200-6672,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Timo,,Gnambs,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,False,
Amélie,,Gourdon-Kanhukamwe,0000-0002-3060-1320,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Christopher,J,Graham,0000-0002-1144-7970,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Bastian,,Greshake Tzovaras,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,False,
Samuel,,Guay,0000-0001-6990-839X,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Jason ,,Hausenloy,0000-0003-3271-7121,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Clove,,Haviva,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Emma,L,Henderson,0000-0002-5396-2321 ,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Alina,,Herderich,0000-0002-2940-600X,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Leon,,Hilbert,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,False,
Lotta,,Höfer,0009-0004-2068-3264,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,True,False,False,False,False,False,True,False,False,False,False,,False,False,False,
Darías,,Holgado,0000-0003-3211-8006,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,False,
Ian,,Hussey,0000-0001-8906-7559,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,False,
Zlatomira,G.,Ilchovska,0000-0001-6682-9952,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Hirotaka ,,Imada,0000-0003-3604-4155,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Pius,,Imwene,0009-0004-1390-0021,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Kamil,,Izydorczak,0000-0002-9870-3825,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Sarah,,Jaubert,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Alma,,Jeftić,0000-0002-9285-2061,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Tamara,,Kalandadze,0000-0003-1061-1131,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Kevin,,Kamermans,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Veli-Matti,,Karhulahti,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Leon,,Kasseckert,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,True,False,False,False,False,False,False,False,False,True,False,,False,False,False,
Alexandros,,Kastrinogiannis,0000-0001-6248-7385,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,,
Maren ,,Klingelhöfer-Jens,0000-0002-5393-7871,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Halil,Emre,Kocalar,0000-0002-7299-162X,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Marta,,Kołczyńska,https://orcid.org/0000-0003-4981-0437,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,True,False,False,False,False,False,False,False,False,True,False,,False,False,False,
Lina,,Koppel,0000-0002-6302-0047,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Alina,,Koppold,0000-0002-3164-3389,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Max,,Korbmacher,0000-0002-8113-2560,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,True,False,False,False,False,,False,False,False,
Zeno,,Kujawa,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Luisa,,Kulke,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,False,
Prince,,Kumar,0009-0009-7656-7453,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Niclas,,Kuper,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,False,
Sebastian,,Kurten,https://orcid.org/0000-0001-7620-4462,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,True,False,False,False,False,False,False,False,False,True,False,,False,False,False,
Radoslaw,P.,Lach,https://orcid.org/0009-0008-5585-0324,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,True,False,False,False,False,False,False,False,False,True,False,,False,False,False,
Annalise ,A,LaPlume,0000-0001-6725-3270,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Oscar,,Lecuona,0000-0003-0080-1062,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Jaeho,,Lee,0009-0002-5600-0336,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Gavin ,,Leech,0000-0002-9298-1488,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,True,True,True,False,True,False,False,False,True,False,False,False,,True,False,False,
Ekaterina,,Leksina,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,True,False,False,False,False,False,True,False,False,False,False,,False,False,False,
Chun-Yu,,Lin,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Yi,,Liu,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,False,
Feline,,Lohkamp,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Nigel Mantou,,Lou,0000-0003-1363-833X,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,True,False,False,False,False,,False,False,False,
Dermot,,Lynott,0000-0001-7338-0567,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Sean,,Mackinnon,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,False,
Maximilian ,,Maier,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Sharan,,Maiya,0009-0003-3658-9873,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Matthew ,C,Makel,0000-0002-3837-0088,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Daniel,,Manrique-Castano,0000-0002-1912-1764,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Diego,,Manríquez-Robles,0000-0002-6394-7854,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Lisa,,Mathes,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,False,
Brinna,E.,Mawhinney,https://orcid.org/0000-0002-4926-3026,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,True,False,False,False,False,False,False,False,False,True,False,,False,False,False,
David,,McSharry,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Kimberly,Lewis,Meidenbauer,0000-0001-9135-6130,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Maria,,Meier,0000-0002-1655-5479,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Leticia,,Micheli,0000-0003-0066-8222,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,True,True,False,False,False,False,False,False,False,,False,False,False,
Thomas ,,Miller,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Maria,,Montefinese,0000-0002-7685-1034,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
David,,Moreau,0000-0002-1957-1941,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,,
Nadja ,,Moser,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Kellen ,,Mrkva,0000-0002-6316-5502,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Joshua,,Muthu,0009-0003-7624-8424,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Jiří,,Nádvorník,0009-0009-9720-4141,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Niyatee ,,Narkar,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Monika,,Nemcova,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Rían,,O'Mahoney,0009-0007-4939-0766,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Aoife,,O'Mahony,0000-0002-4585-2149,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,True,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Yvonne,,Oberholzer,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Danna,,Oomen,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,False,
Maureen,,Osano,0009-0005-5333-2038,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Nikita,,Otstavnov,0000-0001-9818-4642,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Julian,,Packheiser,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Shubham ,,Pandey,0000-0002-5591-8551,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Hugh,,Panton,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Frank,,Papenmeier,0000-0001-5566-9658,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,False,
Sam,,Parsons,0000-0002-7048-4093,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,True,False,False,False,False,False,False,False,False,,False,False,False,
Mariola,,Paruzel-Czachura,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,False,
Yuri,G.,Pavlov,0000-0002-3896-5145,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,False,
Nikolay,,Petrov,https://orcid.org/0000-0002-1305-0547,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,True,False,False,False,False,False,False,False,False,True,False,,False,False,False,
Merle-Marie,,Pittelkow,0000-0002-7487-7898,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Willem,,Plomp,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Paul,E,Plonski,0000-0002-6748-6020,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Aleksandr,,Pravednikov,0000-0002-2553-2359,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Ekaterina,,Pronizius,0000-0003-1446-196X,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Andrew,,Pua,0000-0002-2225-5245,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Katarzyna,,Pypno-Blajda,0000-0002-3024-3535,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,False,
Manuel,,Rausch,0000-0002-5805-5544,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,False,
Husnain,,Raza,0000-0002-2051-985X,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Robert,,Reason,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Tobias,R.,Rebholz,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,False,
Hakile,,Resulbegoviq,0009-0006-2864-4424,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Elena,,Richert,0000-0003-0919-4879,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Jan,P.,Röer,0000-0001-7774-3433,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Jessica,,Röseler,https://orcid.org/0009-0007-7544-393X,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,True,False,False,False,False,False,False,False,False,True,False,,False,False,False,
Robert,M.,Ross,0000-0001-8711-1675,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,True,False,False,False,False,,False,False,False,
Simone,,Russo,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Julia Fabienne,,Sandkühler,"0000-0002-5585-9539

",FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Alejandro,,Sandoval-Lentisco,https://orcid.org/0000-0002-7876-0101,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,True,False,False,False,False,False,False,False,False,True,False,,False,False,False,
Kathleen,,Schmidt,0000-0002-9946-5953,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Nuño,,Sempere,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Roksana,,Sobolak,0009-0001-9534-6439,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Matthias,F. J.,Sperl,0000-0002-5011-0780,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,True,False,False,False,False,,False,False,False,
Jeffrey,R.,Stevens,0000-0003-2375-1360,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Maria,,Stogianni,0000-0002-3238-4331,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Raul,,Szekely,0000-0002-8854-2546,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Alvin,W. M.,Tan,0000-0001-5551-7507,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
J. Lukas,,Thürmer,0000-0002-5315-2847,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,False,
Marina ,,Tiulpakova,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Aleksandra,,Tołopiło,0000-0002-2518-6759,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Johanna,,Tomczak,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Burak,,Tunca,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Wolf,,Vanpaemel,0000-0002-5855-3885,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Leigh Ann,,Vaughn,0000-0002-2399-7400,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,True,False,False,False,False,,False,False,False,
Steven,,Verheyen,0000-0002-6778-6744,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,True,False,False,False,False,,False,False,False,
Gerald,H.,Vineyard,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Lucia,,Weber,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Arnon ,,Weinberg,,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Sophia,,Wingen,0000-0001-8734-9026,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,False,True,False,False,False,,False,False,False,
Julia,,Wolska,0000-0001-8675-4388,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Siu Kit,,Yeung,0000-0002-5835-0981,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Mariem,,Younssi,https://orcid.org/0009-0006-3739-7795,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,
Mirela,,Zaneva,0000-0003-3569-931X,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,True,False,False,False,False,,False,False,False,
David,,Zimmermann,0000-0001-5784-2733,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,
Flavio,,Azevedo,0000-0001-9000-8513,FReD (FORRT Replication Database),https://forrt.org/replication-hub/,True,False,True,True,False,True,True,False,True,False,False,True,,True,True,False,
Hu,,Chuan-Peng,0000-0002-7503-5131,Open Science in Developing Countries,https://forrt.org/os-developing-world/,True,True,False,False,True,False,True,False,False,True,False,True,,True,True,,
Zhiqi,,Xu,0000-0001-9911-5518,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,True,False,False,True,False,True,False,False,False,False,False,,True,True,,
Aleksandra,,Lazić,0000-0002-0433-0483,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,True,False,False,True,False,False,False,False,False,False,False,,True,True,,
Piyali,,Bhattacharya,0000-0002-1410-4914,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,True,False,False,True,False,False,False,False,False,False,False,,True,True,,
Leonardo,,Seda,https://orcid.org/0000-0001-5071-0180,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,True,False,False,True,False,False,False,False,False,False,False,,True,True,,
Samiul,,Hossain,https://orcid.org/0000-0003-4553-0542,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,True,False,False,True,False,False,False,False,False,False,False,,True,True,,
Alma,,Jeftić,0000-0002-9285-2061,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,True,False,False,True,False,False,False,False,False,False,False,,True,True,,
Asil,Ali,Özdoğru,0000-0002-4273-9394,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,True,False,False,True,False,False,False,False,False,False,False,,True,True,,
Olavo,B. ,Amaral,,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,True,False,False,True,False,False,False,False,False,False,False,,True,True,,
Nadica,,Miljković,0000-0002-3933-6076,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,True,False,False,True,False,False,False,False,False,False,False,,True,True,,
Zlatomira,G.,Ilchovska,0000-0001-6682-9952,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,True,True,,
Ljiljana,B.,Lazarevic,0000-0003-1629-3699,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,True,True,,
Han-Wu-Shuang,,Bao,0000-0003-3043-710X,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,True,False,False,True,False,False,False,False,False,False,True,,True,True,,
Nikita,,Ghodke,0000-0001-5627-7007,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,True,False,False,True,False,False,False,False,False,False,False,,True,True,,
David,,Moreau,0000-0002-1957-1941,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Mahmoud,,Elsherif,0000-0002-0540-3998,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Chinchu,,C.,0000-0002-1893-3920,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Sakshi,,Ghai,0000-0002-8488-0273,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Clarissa ,F. D. ,Carneiro,0000-0001-8127-0034,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
