Title,Definition,Reference,Originally drafted by,Reviewed (or Edited) by,Translated by,Translation reviewed by,Translation,Related_terms,Reference(s),Drafted by,Originally Drafted by
PREPARE Guidelines (إرشادات الإعداد) *,"** The PREPARE guidelines and checklist (Planning Research and Experimental Procedures on Animals: Recommendations for Excellence) aim to help the planning of animal research, and support adherence to the 3Rs (Replacement, Reduction or Refinement) and facilitate the reproducibility of animal research.  **",NA,NA,** Mahmoud Elsherif; Gilad Feldman; Elias Garcia-Pelegrin,** Mai Helmy.,"** Awatif Alruwaili, Ali H. Al-Hoorie, Asma Alzahrani, Mohammed Mohsen","التَّعريف:** تهدف وثيقة ""تخطيط البحوث، والإجراءات التَّجريبيَّة على الحيوانات: توصيات للتَّميز"" إلى إعداد إرشادات وقائمة للمراجعة تساعد في التَّخطيط لأبحاث الحيوانات، ودعم الالتزام بالاستبدال، والتَّقليل، والصَّقل (المعروفة بالرَّاءات الثَّلاث)، وتسهيل إعادة إنتاج البحوث الحيوانيَّة.  **المصطلحات ذات الصِّلة**: إرشادات أرايف، دليل الإبلاغ، سترينج: الخلفيَّة الاجتماعيَّة والقابليَّة للتَّتبع والاختيار الذَّاتي، وتاريخ التَّربية، والتَّأقلم، والتَّعود.",** ARRIVE Guidelines; Reporting Guideline; STRANGE,** Smith et al. (2018),** Ben Farrar,NA
Preprint (الطّباعة الأوليّة) *,"** A publicly available version of any type of scientific manuscript/research output preceding formal publication, considered a form of Green Open Access. Preprints are usually hosted on a repository (e.g. arXiv) that facilitates dissemination by sharing research results more quickly than through traditional publication. Preprint repositories typically provide persistent identifiers (e.g. DOIs) to preprints. Preprints can be published at any point during the research cycle, but are most commonly published upon submission (i.e., before peer-review). Accepted and peer-reviewed versions of articles are also often uploaded to preprint servers, and are called postprints.  **",NA,NA,** Gisela H. Govaart; Helena Hartmann; Sam Parsons; Tobias Wingen; Flávio Azevedo,** Mai Helmy.,"** Ali H. Al-Hoorie, Ahlam Ahmed, Asma Alzahrani , Mohammed Mohsen",التَّعريف:** نسخة متاحة للجمهور من أي نوع من المخطوطات العلميَّة، أو مخرجات البحث التي تسبق النَّشر الرَّسمي، وتعدُّ شكلًا من أشكال الوصول المفتوح الأخضر.  وعادةً ما يتم استضافة هذه النُّسخ في مستودع (مثل arXiv) والذي يسهل النَّشر من خلال مشاركة نتائج البحث بشكل أسرع من النَّشر التَّقليدي.  عادةً ما توفر  مستودعات الطباعة الأولية معرِّفات ثابتة (مثل معرِّفات الكائن الرَّقمي) للمطبوعات الأوليَّة. يمكن نشر النُّسخ الأوليَّة في أي وقت خلال دورة البحث، ولكن يتم نشرها بشكل شائع عند تقديمها للنَّشر (أي قبل تحكيم الأقران). وغالبًا ما يتم \_أيضًا\_ تحميل إصدارات المقالات المقبولة والتي تمت مراجعتها من قِبل الأقران إلى مستودعات ما قبل الطِّباعة، وتسمى هذه نسخ ما بعد الطِّباعة.  **المصطلحات ذات الصِّلة:** الوصول المفتوح ،معرِّف الكائن الرَّقمي، ما بعد الطِّباعة، ورقة عمل,** Open Access; DOI (digital object identifier); Postprint; Working Paper,** Bourne et al. (2017); Elmore (2018),** Mariella Paul,NA
Preregistration (التَّسجيل المسبق) *,"** The practice of publishing the plan for a study, including research questions/hypotheses, research design, data analysis before the data has been collected or examined. It is also possible to preregister secondary data analyses (Merten & Krypotos, 2019). A preregistration document is time-stamped and typically registered with an independent party (e.g., a repository) so that it can be publicly shared with others (possibly after an embargo period). Preregistration provides a transparent documentation of what was planned at a certain time point, and allows third parties to assess what changes may have occurred afterwards. The more detailed a preregistration is, the better third parties can assess these changes and with that the validity of the performed analyses. Preregistration aims to clearly distinguish confirmatory from exploratory research.  **",NA,NA,** Gisela H. Govaart; Helena Hartmann; Tina Lonsdorf; William Ngiam; Eike Mark Rinke; Lisa Spitzer; Olmo van den Akker; Flávio Azevedo,** Mai Helmy,"** Ali H. Al-Hoorie, Ahlam Ahmed, Asma Alzahrani, Mohammed Mohsen","التَّعريف:** ممارسة نشر خطّة الدِّراسة بما في ذلك أسئلة، وفرضيَّات البحث، وتصميم البحث، وطريقة تحليل البيانات قبل جمع البيانات، أو فحصها، ومن الممكن أيضًا التَّسجيل المسبق لتحليلات البيانات الثَّانويَّة (Merten & Krypotos, 2019). يتم ختم وثيقة التَّسجيل المسبق بختم زمني، وعادة ما يتم تسجيلها لدى طرف مستقل (مثل مستودع بيانات) بحيث يمكن مشاركتها علنًا مع الآخرين (أحيانًا بعد انتهاء فترة حظر اختياريَّة). ويوفِّر التَّسجيل المسبق توثيقًا شفافًا لما تم التَّخطيط له في وقت معين، ويسمح لأطراف ثالثة بتقييم التَّغييرات التي قد تكون حدثت بعد ذلك. وكلَّما كان التَّسجيل المسبق أكثر تفصيلًا، كان بإمكان الطَّرف الثَّالث تقييم هذه التَّغييرات بشكل أفضل، وبالتَّالي صحة التَّحليلات التي تم إجراؤها، ويهدف التَّسجيل المسبق إلى التَّمييز بوضوح بين البحث التَّوكيدي والاستكشافي.  **المصطلحات ذات الصِّلة:** الانحياز التَّوكيدي، التَّحليلات التَّوكيدية، تحليل البيانات الاستكشافيَّ، الافتراض بعد معرفة النَّتائج، ترقيم خطة التَّحليل المسبق، ممارسات البحث المشكوك فيها، أو ممارسات إعداد التَّقارير المشكوك فيها، التَّقرير المسجَّل، مراسم البحث، الشَّفافيَّة.",** Confirmation bias; Confirmatory analyses; Exploratory Data Analysis; HARKing; Pre-analysis plan; Questionable Research Practices or Questionable Reporting Practices (QRPs); Registered Report; Research Protocol; Transparency,** Haven and van Grootel (2019); Lewandowsky and Bishop (2016); Merten and Krypotos (2019); Navarro (2020); Nosek et al. (2018); Simmons et al. (2021),** Mahmoud Elsherif,NA
Preregistration Pledge (تّعهد التَّسجيل المسبق) *,"** In a “collective action in support of open and reproducible research practices'', the preregistration pledge is a campaign from the Project Free Our Knowledge that asks a researcher to commit to preregistering at least one study in the next two years ([https://freeourknowledge.org/2020-12-03-preregistration-pledge/](https://freeourknowledge.org/2020-12-03-preregistration-pledge/)). The project is a grassroots movement initiated by early career researchers (ECRs).  **",NA,** Helena Hartmann,"** Jamie P. Cockcroft; Mahmoud Elsherif; Aleksandra Lazić, Steven Verheyen",** Mai Helmy.,"** Ali H. Al-Hoorie, Ahlam Ahmed, Asma Alzahrani, Mohammed Mohsen","التَّعريف**: يعد تعهُّد التَّسجيل المسبق ""إجراءً جماعيًا؛ لدعم ممارسات البحث المفتوحة، والقابلة للتِّكرار"" وهو حملة تابعة لمنصَّة (حرِّر معرفتنا) الذي يطلب من الباحث الالتزام بالتَّسجيل المسبق لدراسة واحدة على الأقل في العامين المقبلين ([https://freeourknowledge.org/2020-12-03-preregistration-pledge/](https://freeourknowledge.org/2020-12-03-preregistration-pledge/)) . وهذا المشروع عبارة عن حركة شعبيَّة بدأها مجموعة من الباحثين في بداية حياتهم المهنيَّة.  **المصطلحات ذات الصلة:** التَّسجيل المسبق",** Preregistration,** [https://freeourknowledge.org/2020-12-03-preregistration-pledge/](https://freeourknowledge.org/2020-12-03-preregistration-pledge/),NA,NA
PRO (peer review openness) initiative (مبادرة انفتاح تحكيم الأقران) *,"** The agreement made by several academics that they will not provide a peer review of a manuscript unless certain conditions are met. Specifically, the manuscript authors should ensure the data and materials will be made publically available (or give a justification as to why they are not freely available or shared), provide documentation detailing how to interpret and run any files or code and detail where these files can be located via the manuscript itself.  **",** Morey et al. (2016),** Jamie P. Cockcroft,** Sarah Ashcroft-Jones; Mahmoud Elsherif; Helena Hartmann; Steven Verheyen,** Mai Helmy.,"** Awatif Alruwaili, Ali H. Al-Hoorie, Asma Alzahrani, Mohammed Mohsen",التَّعريف:** هي اتفاقيّة تم التَّوصل إليها من قبل عدد من الأكاديميين بأنَّهم لن يقوموا بمراجعة لأي مخطوطة ما لم تستوفِ شروط معيّنة، وعلى وجه التَّحديد يجب على مؤلفي المخطوطات التَّأكد من إتاحة البيانات، والمواد للجمهور (أو تقديم مبرِّر لعدم توفّرها، أو مشاركتها مجانًا)، وتقديم وثائق توضِّح بالتَّفصيل كيفيَّة تفسير، وتشغيل أي ملفات، أو نصوص برمجيَّة، وتفاصيل مكان هذه الملفَّات، وتحديد موقعها داخل المخطوطة نفسها.  **المصطلحات ذات الصِّلة:** تحكيم الأقران غير مجهولة المصدر، العلم المفتوح، التحكيم المفتوح، تحكيم الأقران الشفاف,** Non-anonymised peer review; Open Science; Open Peer Review; Transparent peer review,NA,NA,NA
Prior distribution (التَّوزيع المسبق) *,"** Beliefs held by researchers about the parameters in a statistical model before further evidence is taken into account. A ‘prior’ is expressed as a probability distribution and can be determined in a number of ways (e.g., previous research, subjective assessment, principles such as maximising entropy given constraints), and is typically combined with the likelihood function using Bayes’ theorem to obtain a posterior distribution.  **",NA,NA,** Charlotte R. Pennington; Martin Vasilev,** Mai Helmy.,"** Ali H. Al-Hoorie, Ahlam Ahmed, Asma Alzahrani, Mohammed Mohsen","التَّعريف:** معتقدات الباحثين حول مؤشِّرات النّموذج الإحصائي قبل جمع البيانات، ويتم التَّعبير عنها على شكل توزيع احتمالي، ويمكن تحديده بعدَّة طرق (مثل البحث السَّابق، أو التَّقييم الذَّاتي، أو بعض المبادئ مثل ""ازدياد الإنتروبية بسبب القيود"")، وعادة ما يتم دمجها مع دالة الاحتماليَّة باستخدام نظرية بايز للحصول على التَّوزيع اللَّاحق.  **المصطلحات ذات الصِّلة:** معامل بايز، الاستدلال البايزي، تقدير المعاملات باستخدام النَّهج البايزي، دالة الاحتماليَّة، التَّوزيع اللَّاحق",** Bayes Factor; Bayesian inference; Bayesian Parameter Estimation; Likelihood function; Posterior distribution,** van de Schoot et al. (2021),** Alaa AlDoh,NA
Pseudonymisation (التَّسمية المستعارة) *,"** Pseudonymisation refers to a technique that involves replacing or removing any information that could lead to identification of research subjects’ identity whilst still being able to make them identifiable through the use of the combination of code number and identifiers. This process comprises the following steps: removal of all identifiers from the research dataset; attribution of a specific identifier (pseudonym) for each participant and using it to label each research record; and maintenance of a cipher that links the code number to the participant in a document physically separate from the dataset. Pseudonymisation is typically a minimum requirement from ethical committees when conducting research, especially on human participants or involving confidential information, in order to ensure upholding of data privacy.  **",** Mourby et al. (2018); UKRI ([https://mrc.ukri.org/documents/pdf/gdpr-guidance-note-5-identifiability-anonymisation-and-pseudonymisation/](https://mrc.ukri.org/documents/pdf/gdpr-guidance-note-5-identifiability-anonymisation-and-pseudonymisation/)),** Catia M. Oliveira,** Helena Hartmann; Sam Parsons; Charlotte R. Pennington; Birgit Schmidt,Mai Helmy.,"** Ali H. Al-Hoorie, Ahlam Ahmed, Asma Alzahrani, Mohammed Mohsen",التَّعريف:** تشير إلى تقنيَّة تتضمَّن استبدال، أو إزالة أي معلومات يمكن أن تؤدِّي إلى تحديد هويّة الأشخاص الخاضعين للبحث مع الاستمرار في جعل التَّعرُّف عليهم ممكنًا من خلال استخدام مجموعة من الأرقام، والمعرِّفات الرَّمزيَّة، وتتضمَّن هذه العمليَّة الخطوات الآتية:  إزالة جميع ما يمكن أن يُعرف عن الهوية من بيانات البحث، إسناد معرّف اسم مستعار لكلِّ مشارك واستخدامه؛ لتسميته في كل سجل بحث، وحفظ هذه الأسماء المستعارة مع ما ترمز إليه في مستند منفصل عن البيانات البحثيَّة.  وعادةً ما يكون استخدام الأسماء المستعارة هو الحد الأدنى من  متطلبات اللِّجان الأخلاقيَّة عند إجراء البحوث، خاصةً فيما يتعلَّق بالمشاركين البشر والمعلومات السِّريَّة، من أجل ضمان الحفاظ على خصوصيَّة البيانات.  **المصطلحات ذات الصِّلة:** التّعمية، السِّريَّة، خصوصيَّة البيانات، إزالة الهوية، التَّسمية المستعارة، أخلاقيَّات البحث,** Anonymity; Confidentiality; Data privacy; De-identification; Pseudonymisation; Research ethics,NA,NA,NA
Pseudoreplication (التِّكرار الكاذب) *,"** When there is a lack of statistical independence presented in the data and thus artificially inflating the number of samples (i.e. replicates). For instance, collecting more than one data point from the same experimental unit (e.g. participant or crops). Numerous methods can overcome this, such as averaging across replicates (e.g., taking the mean RT for a participant) or implementing mixed effects models with the random effects structure accounting for the pseudoreplication (e.g., specifying each individual RT as belonging to the same subject). Note, the former option would be associated with a loss of information and statistical power.  **",NA,NA,** Jamie P. Cockcroft; Mahmoud Elsherif; Elias Garcia-Pelegrin; Annalise A. LaPlume,** Mai Helmy.,"** Ali H. Al-Hoorie, Ahlam Ahmed, Asma Alzahrani, Mohammed Mohsen",التَّعريف:** يقع التِّكرار الكاذب عندما لا يكون هناك استقلاليَّة إحصائيَّة في البيانات، والذي يؤدي إلى تضخيم عدد العيِّنات بشكل مصطنع، مثلًا عند جمع أكثر من نقطة بيانات واحدة من نفس الوحدة التَّجريبيَّة (مثلًا مأخوذة من مشارك في الدِّراسة أو من محصول؟).  هناك طرق للتَّغلُّب على هذه المشكلة مثل: استخراج المتوسِّط من هذه التِّكرارات (كأخذ متوسِّط وقت الاستجابة للمشارك)، أو اللُّجوء لنماذج التَّأثيرات المختلطة مع حساب التَّأثيرات العشوائيَّة للتِّكرار الكاذب (كتحديد أنَّ أوقات الاستجابة لكلِّ فرد تنتمي إلى ذلك الفرد).  ونلاحظ أنَّ الخيار الأوّل سيكون مرتبطًا بفقدان المعلومات، والقوة الإحصائيَّة.  **المصطلحات ذات الصِّلة:** مربك ،القابليَّة للتَّعميم، التكرار، الصدق,** Confounding; Generalizability; Replication; Validity,** Davies and Gray (2015); Hurlbert (1984); Lazic (2019),** Ben Farrar,NA
Psychometric meta-analysis (التَّحليل البعديّ للمقاييس النَّفسيّة) *,"** Psychometric meta-analyses aim to correct for attenuation of the effect sizes of interest due to measurement error and other artifacts by using procedures based on psychometric principles, e.g. reliability of the measures. These procedures should be implemented before using the synthesised effect sizes in correlational or experimental meta-analysis, as making these corrections tends to lead to larger and less variable effect sizes.  **",NA,NA,** Mahmoud Elsherif; Eduardo Garcia-Garzon; Helena Hartmann; Catia M. Oliveira; Flávio Azevedo,** Mai Helmy.,"** Ali H. Al-Hoorie, Hala Alghamdi, Asma Alzahrani, Mohammed Mohsen",التَّعريف:** تهدف التَّحليلات البعديَّة للمقاييس النَّفسيَّة إلى تصحيح حجم تأثير معيّن، والحاصل بسبب خطأ في القياس وغيره من الأخطاء؛ وذلك باستخدام إجراءات تعتمد على مبادئ القياس النَّفسي، كثبات المقاييس.  ينبغي تنفيذ هذه الإجراءات قبل تحليل حجم الأثر في التَّحليل البعدي الارتباطي، أو التَّجريبي، حيث إن إجراء هذه التَّصحيحات قد يؤدِّي إلى أحجام تأثير أكبر، وأكثر ثباتًا.  **المصطلحات ذات الصِّلة:** التَّحليل التَّالي التَّرابطي، التَّحليل التَّالي لهنتر شميدت، التَّحليل البعدي، المراجعات المنهجيَّة غير التَّدخليَّة المفتوحة، وقابلة للتِّكرار، تحيُّز النَّشر (مشكلة درج الملفَّات)، تعميم الصَّلاحيَّة,"** Correlational meta-analysis; Hunter-Schmidt meta-analysis; Meta-analysis; Non-Intervention, Reproducible, and Open Systematic Reviews (NIRO-SR); Publication bias (File Drawer Problem); Validity generalization",** Borenstein et al. (2009); Schmidt and Hunter (2014),** Adrien Fillon,NA
Publication bias (File Drawer Problem) ((تحيُّز النَّشر (مشكلة درج الملفَّات) *,"** The failure to publish results based on the ""direction or strength of the study findings"" (Dickersin & Min, 1993, p. 135). The bias arises when the evaluation of a study’s publishability disproportionately hinges on the outcome of the study, often with the inclination that novel and significant results are worth publishing more than replications and null results. This bias typically materializes through a disproportionate number of significant findings and inflated effect sizes. This process leads to the published scientific literature not being representative of the full extent of all research, and specifically underrepresents null finding. Such findings, in turn, land in the so called “file drawer”, where they are never published and have no findable documentation.  **",NA,NA,** Jamie P. Cockcroft; Gilad Feldman; Adrien Fillon; Helena Hartmann; Tamara Kalandadze; William Ngiam; Martin Vasilev; Olmo van den Akker; Flávio Azevedo,** Ahlam Ahmed,"** Ali H. Al-Hoorie, Hala Alghamdi, Asma Alzahrani, Mohammed Mohsen","التَّعريف:** هو عدم نشر النَّتائج بناءً على ""اتِّجاه أو قوّة نتائج الدِّراسة"" (Dickersin & Min, 1993, p. 135). ينشأ التَّحيُّز عندما يتوقَّف تقييم قابليَّة نشر الدِّراسة بشكل كبير على نتائج الدِّراسة، وغالبًا ما يكون ذلك مع الميل إلى أنَّ النَّتائج الجديدة، وذات الدّلالة الإحصائيَّة تستحق النَّشر أكثر من الدِّراسات التِّكراريَّة، والنَّتائج التي لا تظهر دلالة إحصائيَّة.  يتضح هذا التَّحيُّز عادةً من خلال وجود عدد كبير من الدِّراسات ذات الدِّلالة الإحصائيَّة، وأحجام التَّأثير المتضخِّمة فيها.  تؤدي هذه العمليَّة إلى كون الأدبياَّت العلميَّة المنشورة لا تمثِّل المدى الكامل لجميع الأبحاث، خصوصًا الدِّراسات التي لا تظهر نتائجها دلالة إحصائيَّة، يؤدِّي هذا بدوره إلى ما يسمَّى ""درج الملفَّات"" للأبحاث التي لا يتم نشرها أبدًا، وليس لها وثائق يمكن من خلالها العثور عليها.  **المصطلحات ذات الصِّلة:** تحيُّز النَّشر؛  منحنى القيم الاحتماليَّة،  قرصنة القيمة الاحتماليَّة،  تقارير انتقائيَّة؛  الدِّلالة الإحصائيَّة؛  طريقة التَّقليم والتَّعبئة **تعريف بديل:** في سياق التَّحليل التَّلوي، يحدث تحيُّز النَّشر ""... عندما يكون البحث الذي يظهر في الأدبيَّات المنشورة غير مُمثل بشكل منهجي لمجموعة الدِّراسات المكتملة. ببساطة، عندما يختلف البحث المتاح بسهولة في نتائجه عن نتائج جميع البحوث التي تم إجراؤها في مجال ما، فإنَّ القراء والمراجعين لهذا البحث معرَّضون لخطر التَّوصل إلى استنتاج خاطئ حول ما تظهره مجموعة الأبحاث هذه  "".  (روثستين وآخرون، 2005، ص 1\) **المصطلحات ذات الصِّلة بالتَّعريف البديل:** التَّحليل البعدي","** Dissemination bias; P-curve; P-hacking; Selective reporting; Statistical significance; Trim and fill method **Alternative definition:** In the context of meta-analysis, publication bias “...occurs whenever the research that appears in the published literature is systematically unrepresentative of the population of completed studies. Simply put, when the research that is readily available differs in its results from the results of all the research that has been done in an area, readers and reviewers of that research are in danger of drawing the wrong conclusion about what that body of research shows.” (Rothstein et al., 2005, p. 1\) **Related terms to alternative definition:** meta-analysis","** Dickersin and Min (1993); Devito and Goldacre (2019); Duval and Tweedie (2000a, 2000b); Franco et al. (2014); Lindsay (2020); Rothstein et al. (2005)",** Mahmoud Elsherif,NA
Public Trust in Science (ثقة الجمهور في العلوم) *,"** Trust in the knowledge, guidelines and recommendations that has been produced or provided by scientists to the benefit of civil society (Hendriks et al., 2016). These may also refer to trust in scientific-based recommendations on public health (e.g., universal health-care, stem cell research, federal funds for women’s reproductive rights, preventive measures of contagious diseases, and vaccination), climate change, economic policies (e.g., welfare, inequality- and poverty-control) and their intersections. The trust a member of the public has in science has been shown to be influenced by a vast number of factors such as age (Anderson et al., 2012), gender (Von Roten, 2004), rejection of scientific norms (Lewandowsky & Oberauer, 2021), political ideology (Azevedo & Jost, 2021; Brewer & Ley, 2012; Leiserowitz et al., 2010), right-wing authoritarianism and social dominance (Kerr & Wilson, 2021), education (Bak, 2001; Hayes & Tariq, 2000), income (Anderson et al., 2012), science knowledge (Evans & Durant, 1995; Nisbet et al., 2002), social media use (Huber et al., 2019), and religiosity (Azevedo, 2021; Brewer & Ley, 2013; Liu & Priest, 2009). **",NA,** Tobias Wingen; Flávio Azevedo,** Elias Garcia-Pelegrin; Helena Hartmann; Catia M. Oliveira; Olmo van den Akker,** Mai Helmy.,"** Ali H. Al-Hoorie, Ahlam Ahmed, Asma Alzahrani, Mohammed Mohsen","التَّعريف:** الثِّقة في المعرفة والمبادئ التَّوجيهيَّة، والتَّوصيات التي أنتجها العلماء، أو قدَّموها للمجتمع المدني (Hendriks et al., 2016). وقد تشير أيضًا إلى الثِّقة في التَّوصيات القائمة على أساس علمي  بشأن الصِّحة العامّة (كالرِّعاية الصِّحيَّة الشَّاملة، وبحوث الخلايا الجذعيَّة، والصَّناديق الفيدراليَّة المخصَّصة للحقوق الإنجابيَّة للمرأة، والتَّدابير الوقائيَّة للأمراض المعدية، والتَّطعيم)، وتغيُّر المناخ، والسِّياسات الاقتصاديَّة ( مثل الرَّفاهيَّة، وعدم المساواة، ومكافحة الفقر) وتقاطعاتها.  ولقد تبيّن أن ثقة الجمهور في العلم تتأثَّر بعدد كبير من العوامل مثل العمر (Anderson et al., 2012\) ، والجنس (Von Roten, 2004\) ، ورفض المعايير العلميَّة (Lewandowsky & Oberauer, 2021\) ، والأيديولوجيَّة السِّياسيَّة (Azevedo & Jost, 2021; Brewer & Ley, 2012; Leiserowitz et al., 2010\) ، والاستبداد اليميني والهيمنة الاجتماعيَّة (Kerr & Wilson, 2021\) ، والتَّعليم (Bak, 2001; Hayes & Tariq, 2000\) والدَّخل (Anderson et al., 2012\) والمعرفة العلميَّة (Evans & Durant, 1995; Nisbet et al., 2002\) واستخدام وسائل التَّواصل الاجتماعي (Huber et al., 2019\) والتدين (Azevedo, 2021; Brewer & Ley, 2013; Liu & Priest, 2009).  **المصطلحات ذات الصِّلة:** مصداقية الادِّعاءات العلميَّة، الثِّقة المعرفيَّة",** Credibility of scientific claims; Epistemic Trust,"** Anderson et al. (2012); Azevedo (2021); Azevedo and Jost (2021); Bak (2001); Brewer and Ley (2013); Evans and Durant (1995); Hayes and Tariq (2000); Hendriks et al. (2016); Huber et al. (2019); Kerr and Wilson (2021); Lewandowsky and Oberauer (2021); Liu and Priest (2009); Nisbet et al. (2002); Schneider et al., (2019); Wingen et al. (2020)",NA,NA
Publish or Perish (النَّشر أو  الفناء ) *,"** An aphorism describing the pressure researchers feel to publish academic manuscripts, often in high prestige academic journals, in order to have a successful academic career. This pressure to publish a high quantity of manuscripts can go at the expense of the quality of the manuscripts. This institutional pressure is exacerbated by hiring procedures and funding decisions strongly focusing on the number and impact of publications.  **",NA,NA,** Nick Ballou; Mahmoud Elsherif; Helena Hartmann; Annalise A. LaPlume; Sam Parsons; Timo Roettger; Olmo van den Akker,** Hiba Alomary.,"** Awatif Alruwaili, Ali H. Al-Hoorie, Asma Alzahrani, Mohammed Mohsen",التَّعريف:** قول مأثور يصف الضَّغط الذي يتعرَّض له الباحثون لنشر عدد كبير من الأبحاث في مجلات أكاديميَّة مرموقة بغرض النَّجاح في مهنهم الأكاديميَّة، يؤثِّر هذا الضَّغط على جودة البحوث لتركيزه على كمية عوضاً عن جودتها، كما يتفاقم هذا الضَّغط المؤسَّسي باعتماد إجراءات التَّوظيف، وقرارات التَّمويل المؤسَّسيَّة على عدد البحوث المنشورة ومعامل تأثيرها.  **المصطلحات ذات الصِّلة:** هيكل الحوافز، معامل تأثير المجلَّة، أزمة إعادة الإنتاج (أو أزمة التِّكرار)، التَّقطيع غير المبرَّر، العلم البطيء.,** Incentive structure; Journal Impact Factor; Reproducibility crisis (aka Replicability or replication crisis); Salami slicing; Slow Science,** Case (1928); Fanelli (2010),** Eliza Woodward,NA
PubPeer (منصة بابّير (PubPeer))  *,** A website that allows users to post anonymous peer reviews of research that has been published (i.e. post-publication peer review).  **,NA,NA,** Mahmoud ELsherif,** Mai Helmy.,"** Ahlam Ahmed, Ali H. Al-Hoorie, Asma Alzahrani, Mohammed Mohsen",التَّعريف:** موقع ويب يسمح للمستخدمين بنشر مراجعات أقران مجهولة المصدر للبحوث ا المنشورة (أي مراجعة الأقران بعد النَّشر).  **المصطلحات ذات الصِّلة:** التّحكيم المفتوح.,** Open Peer Review,** www.pubpeer.com,** Ali H. Al-Hoorie,NA
Python (بايثون) *,"** An interpreted general-purpose programming language, intended to be user-friendly and easily readable, originally created by Guido van Rossum in 1991\. Python has an extensive library of additional features with accessible documentation for tasks ranging from data analysis to experiment creation. It is a popular programming language in data science, machine learning and web development. Similar to R Markdown, Python can be presented in an interactive online format called a Jupyter notebook, combining code, data, and text.  **",** Lutz (2001),** Shannon Francis,** James E. Bartlett; Alexander Hart; Helena Hartmann; Dominik Kiersz; Graham Reid; Andrew J. Stewart,** Mai Helmy.,"** Ali H. Al-Hoorie, Ahlam Ahmed, Asma Alzahrani, Mohammed Mohsen  ### **Q** {#q}",التَّعريف:** لغة برمجة عامَّة الغرض، تهدف إلى أن تكون سهلة الاستخدام وسهلة القراءة.  تم إنشاؤها في الأصل بواسطة غويدو فإنَّ روسوم في عام 1991\. و تمتلك بايثون مكتبة واسعة من المميّزات الإضافيَّة مع وثائق يمكن الوصول إليها للمهام التي تتراوح من تحليل البيانات إلى إنشاء التَّجارب. تعد بايثون لغة برمجة شائعة في علوم البيانات، والتَّعلُّم الآلي وتطوير الشبكة. على غرار موقع آر مارك داون (R Markdown)، يمكن تقديم بايثون بتنسيق تفاعلي عبر الإنترنت يسمى مشروع جوبتر نوت بوك (Jupyter notebook)، والذي يجمع بين التَّعليمات البرمجيَّة، والبيانات والنُّصوص.  **المصطلحات ذات الصِّلة:** جوبترJupyter، مات بلوت ليب (Matplotlib)،  نمباي (NumPy، اوبن سيسمي (OpenSesame)، بيسكو بي (PsychoPy)، لغة الآر,** Jupyter; Matplotlib; NumPy; OpenSesame; PsychoPy; R,NA,NA,NA
Qualitative research (البحث النَّوعي) *,"** Research which uses non-numerical data, such as textual responses, images, videos or other artefacts, to explore in-depth concepts, theories, or experiences. There are a wide range of qualitative approaches, from micro-detailed exploration of language or focusing on personal subjective experiences, to those which explore macro-level social experiences and opinions. **",NA,NA,** Mahmoud Elsherif; Helena Hartmann; Oscar Lecuona; Claire Melia; Flávio Azevedo.,** Ahlam Ahmed,"** Ali H. Al-Hoorie, Hala Alghamdi, Asma Alzahrani, Mohammed Mohsen",التَّعريف:** البحث الذي يستخدم بيانات غير رقميَّة، مثل الإجابات النَّصيَة، أو الصُّور، أو مقاطع الفيديو وما شابه، لاستكشاف المفاهيم، أو النَّظريَّات، أو التَّجارب بعمق. هناك مجموعة واسعة من الأساليب النَّوعيَّة بدءًا من الاستكشاف التَّفصيلي الدَّقيق للغة، أو التَّركيز على التَّجارب الشَّخصيَّة إلى تلك التي تستكشف التَّجارب، والآراء الاجتماعيَّة على المستوى الأكبر. **المصطلحات ذات الصِّلة:** تأطير المقابلات؛  الموضعيَّة؛ البحث الكمي؛ الانعكاسيَّة **تعريف بديل:** (إن وُجِد) في علم النَّفس، عادةً ما تهتم نظرية المعرفة للبحث النوعي بفهم وجهات نظر النَّاس. تقترح نظريَّة المعرفة هذه افتراض المساواة بين الباحثين، والمشاركين كبشر، وبالتَّالي الحاجة إلى فهم إنساني متعاطف بدلًا من الاستنتاجات المستندة إلى البيانات.,"** Bracketing Interviews; Positionality; Quantitative research; Reflexivity **Alternative definition:** (if applicable) In Psychology, the **epistemology** of qualitative research is typically concerned with understanding people’s perspectives. Such epistemology proposes assuming the equity of researchers and participants as human beings, and in consequence, the need of sympathetic human understanding instead of data-driven conclusions",** Aspers and Corte (2019); Levitt et al. (2017),** Madeleine Pownall,NA
Quantitative research (البحث الكميّ) *,** Quantitative research encompasses a diverse range of methods to systematically investigate a range of phenomena via the use of numerical data which can be analysed with statistics.  **,NA,NA,** Valeria Agostini; Tamara Kalandadze; Adam Parker.,Ahlam Ahmed,"** Ali H. Al-Hoorie, Hala Alghamdi, Asma Alzahrani, Mohammed Mohsen",التَّعريف**: يشمل البحث الكمي مجموعة متنوِّعة من الأساليب للبحث بشكل منهجي في مجموعة من الظَّواهر من خلال استخدام البيانات الرَّقمية التي يمكن تحليلها إحصائيًا.  **المصطلحات ذات الصِّلة:** القياس، البحث النَّوعي، حجم العيّنة، القوة الإحصائيَّة، إحصائيّات.,** Measuring; Qualitative research; Sample size; Statistical power; Statistics,** Goertzen (2017),** Aoife O’Mahony,NA
